sno,sna,sarea,lng,lat,2018/8/1-7,2018/8/1-8  ,2018/8/1-9  ,2018/8/1-10  ,2018/8/1-11,2018/8/1-12,2018/8/1-13,2018/8/1-14,2018/8/1-15,2018/8/1-16,2018/8/1-17,2018/8/1-18,2018/8/1-19,2018/8/1-20,2018/8/1-21,2018/8/1-22,2018/8/1-23,2018/8/1-24,2018/8/2-7,2018/8/2-8,2018/8/2-9,2018/8/2-10,2018/8/2-11,2018/8/2-12,2018/8/2-13,2018/8/2-14,2018/8/2-15,2018/8/2-16,2018/8/2-17,2018/8/2-18,2018/8/2-19,2018/8/2-20,2018/8/2-21,2018/8/2-22,2018/8/2-23,2018/8/2-24,2018/8/3-7,2018/8/3-8,2018/8/3-9,2018/8/3-10,2018/8/3-11,2018/8/3-12,2018/8/3-13,2018/8/3-14,2018/8/3-15,2018/8/3-16,2018/8/3-17,2018/8/3-18,2018/8/3-19,2018/8/3-20,2018/8/3-21,2018/8/3-22,2018/8/3-23,2018/8/3-24,2018/8/4-7,2018/8/4-8,2018/8/4-9,2018/8/4-10,2018/8/4-11,2018/8/4-12,2018/8/4-13,2018/8/4-14,2018/8/4-15,2018/8/4-16,2018/8/4-17,2018/8/4-18,2018/8/4-19,2018/8/4-20,2018/8/4-21,2018/8/4-22,2018/8/4-23,2018/8/4-24,2018/8/5-7,2018/8/5-8,2018/8/5-9,2018/8/5-10,2018/8/5-11,2018/8/5-12,2018/8/5-13,2018/8/5-14,2018/8/5-15,2018/8/5-16,2018/8/5-17,2018/8/5-18,2018/8/5-19,2018/8/5-20,2018/8/5-21,2018/8/5-22,2018/8/5-23,2018/8/5-24,2018/8/6-7,2018/8/6-8,2018/8/6-9,2018/8/6-10,2018/8/6-11,2018/8/6-12,2018/8/6-13,2018/8/6-14,2018/8/6-15,2018/8/6-16,2018/8/6-17,2018/8/6-18,2018/8/6-19,2018/8/6-20,2018/8/6-21,2018/8/6-22,2018/8/6-23,2018/8/6-24,2018/8/7-7,2018/8/7-8,2018/8/7-9,2018/8/7-10,2018/8/7-11,2018/8/7-12,2018/8/7-13,2018/8/7-14,2018/8/7-15,2018/8/7-16,2018/8/7-17,2018/8/7-18,2018/8/7-19,2018/8/7-20,2018/8/7-21,2018/8/7-22,2018/8/7-23,2018/8/7-24
219,大理高中,萬華區,121.49074,25.031147,13,35,30,29,30,18,16,12,10,7,16,3,12,11,16,23,19,10,10,38,35,37,17,13,21,25,25,21,15,18,21,31,17,16,10,16,9,33,20,22,18,11,2,0,12,18,14,16,13,15,22,22,19,26,26,36,29,25,25,24,18,18,14,18,21,8,7,9,16,26,36,36,9,13,12,15,7,7,2,12,8,15,14,7,4,12,19,26,17,15,9,33,18,10,17,4,3,15,15,15,16,17,25,23,31,23,21,23,11,16,21,18,18,3,2,20,17,11,10,2,2,7,15,26,38,9
220,大稻埕公園,大同區,121.510512,25.059162,27,8,20,17,19,9,9,5,2,5,1,5,1,5,0,11,21,24,14,10,11,14,4,4,10,10,6,7,7,8,2,10,6,8,21,20,15,8,18,22,16,2,4,4,5,8,9,9,10,5,4,10,11,16,2,4,7,1,2,1,5,20,5,7,8,8,12,29,11,3,15,12,8,2,5,0,16,16,12,8,10,16,0,4,13,0,0,5,14,16,14,14,15,21,13,7,6,9,1,2,4,4,1,3,2,6,14,15,17,6,12,19,10,7,6,5,6,8,9,3,2,1,0,4,10,14
221,泰和公園,信義區,121.57107,25.019276,25,17,12,13,6,10,6,6,2,1,6,15,20,8,15,39,32,38,29,17,15,7,13,11,3,14,9,6,11,15,16,28,3,26,15,25,15,30,20,18,11,6,15,13,14,12,15,16,19,4,12,26,19,24,20,12,27,13,25,12,4,1,10,6,1,6,9,11,6,18,16,31,26,20,8,19,12,12,10,2,10,4,1,6,9,6,13,18,36,12,36,26,15,8,3,0,11,10,5,5,5,13,14,38,4,17,30,23,12,28,20,0,1,21,16,12,13,6,10,9,22,5,14,25,21,18
222,撫順公園,中山區,121.522065,25.064108,7,13,12,13,21,24,11,9,13,16,4,0,1,8,6,11,15,20,9,22,22,11,16,17,2,14,19,17,18,4,4,3,13,19,10,13,7,5,11,14,13,12,10,12,19,20,15,12,16,16,16,13,12,17,9,11,13,11,12,8,1,1,6,2,2,3,15,13,7,12,9,16,18,18,16,13,10,10,18,14,11,10,4,2,4,2,10,4,20,27,18,8,23,11,14,15,9,3,19,19,22,12,0,3,9,12,14,11,18,7,19,10,15,12,15,12,17,7,2,1,20,23,9,28,12,12
223,清江國小,北投區,121.507267,25.1274,16,1,29,27,24,13,6,4,5,0,2,1,4,18,2,36,23,31,16,20,22,23,22,12,0,2,0,3,5,17,30,10,26,30,25,25,11,0,21,16,5,3,2,1,0,1,0,1,12,11,4,13,31,24,25,30,28,25,19,13,20,21,18,14,7,5,10,8,22,24,37,32,32,30,28,21,10,10,5,12,9,8,0,5,14,29,1,10,27,32,25,9,15,24,23,22,22,15,38,14,5,14,22,13,5,9,23,26,20,6,21,24,28,9,6,11,9,0,3,0,10,22,25,24,32,36
224,社正公園,士林區,121.510535,25.088243,28,24,22,20,20,10,13,13,14,15,17,12,14,5,9,22,25,28,28,21,21,23,19,20,19,18,21,7,11,16,14,4,9,16,20,23,22,20,13,11,12,14,14,15,15,14,14,20,20,7,15,20,26,26,32,18,16,15,15,16,17,17,18,18,21,15,9,14,17,18,28,23,33,35,32,31,31,31,30,31,32,17,21,27,29,11,14,19,24,29,17,15,12,10,11,11,16,16,18,15,22,26,25,10,9,14,23,29,14,12,10,7,6,5,6,8,4,7,8,14,19,17,25,17,18,17
225,臥龍樂業街口,大安區,121.554839,25.0186,19,24,14,14,9,21,21,19,7,8,11,20,20,36,5,12,21,21,22,5,15,21,18,18,16,16,15,17,18,24,28,10,18,20,23,29,24,13,35,28,26,24,22,21,19,18,20,22,12,12,20,15,24,20,30,23,21,29,22,32,29,27,23,22,26,23,11,19,21,19,32,35,32,31,30,26,25,25,26,26,23,29,14,6,10,18,6,13,26,23,25,15,2,14,16,13,14,13,14,14,20,17,27,18,22,23,25,27,28,33,17,25,21,24,24,21,20,19,20,19,21,4,13,11,24,24
226,向陽南港路口,南港區,121.594228,25.054365,4,16,24,10,11,10,8,21,21,20,14,24,10,1,6,6,7,7,10,28,29,20,21,20,19,21,21,24,23,15,11,5,7,17,21,20,3,11,23,18,20,20,17,13,16,16,16,15,12,21,13,12,16,15,13,17,20,19,18,17,19,17,16,16,7,6,8,4,9,9,11,13,18,17,17,15,17,17,17,15,14,13,10,13,15,14,6,4,8,7,6,15,12,14,18,20,14,11,21,18,22,18,6,0,5,9,15,16,6,13,24,11,16,13,11,11,10,18,20,27,1,1,7,10,11,15
227,麗山高中,內湖區,121.57668,25.084244,29,34,27,17,18,17,15,19,20,14,9,9,17,10,4,9,13,14,14,9,9,2,1,1,0,3,3,4,0,4,6,10,13,16,19,23,16,19,15,6,5,5,5,8,10,8,7,5,5,12,14,15,21,23,21,21,23,23,20,16,16,13,12,15,18,17,18,21,26,29,30,31,27,28,28,25,20,20,20,21,21,13,15,18,14,17,18,17,22,24,21,26,19,11,9,7,6,6,9,4,2,1,11,18,19,20,23,23,24,26,16,5,5,1,4,7,7,7,9,9,15,19,26,16,21,22
228,捷運萬芳社區站,文山區,121.567474,24.998956,21,21,19,15,16,16,17,17,17,15,17,14,9,1,14,14,14,13,8,5,5,13,11,9,10,9,9,9,10,2,4,1,3,8,12,8,7,6,4,2,15,15,15,13,11,11,11,11,9,2,4,19,18,18,11,10,11,9,11,11,8,15,14,15,12,10,9,10,13,16,19,19,17,16,17,15,12,12,11,11,11,9,4,1,18,9,13,14,15,16,16,17,16,9,10,12,12,13,11,12,12,12,7,3,3,2,5,8,2,18,20,19,19,19,18,17,17,16,18,7,8,2,16,20,17,17
229,市民太原路口,大同區,121.514611,25.049394,12,17,3,2,3,9,9,11,10,9,6,4,0,0,4,8,6,9,17,13,13,8,9,14,21,9,11,6,12,9,1,3,0,4,1,11,13,14,8,9,6,11,9,10,13,9,7,12,12,0,3,7,2,5,7,6,3,4,13,1,7,1,6,16,20,11,15,16,20,10,6,5,14,10,13,20,14,14,25,21,20,9,23,14,19,34,18,4,3,1,8,12,11,13,8,7,14,16,15,12,23,10,9,1,3,8,6,7,12,19,4,1,4,1,4,1,2,4,5,6,5,0,3,0,1,2
230,湖光國宅,內湖區,121.580811,25.075366,24,15,11,5,5,3,4,6,7,7,14,14,17,19,7,15,20,25,24,15,15,7,2,2,4,3,4,5,4,19,22,19,12,19,24,26,26,17,14,6,5,2,3,4,4,5,5,8,12,18,16,23,33,22,21,16,11,12,7,11,11,8,8,9,13,12,9,9,13,17,22,22,25,25,21,21,17,17,16,10,10,12,10,8,4,4,13,16,26,26,24,15,13,8,3,5,4,3,3,2,2,5,12,14,18,24,18,25,22,23,14,7,8,7,5,2,1,5,3,1,11,13,15,18,26,31
231,內政部營建署,松山區,121.545022,25.047805,14,24,17,35,28,24,23,28,30,15,18,9,21,30,16,11,1,10,12,13,14,32,13,6,4,16,20,19,19,18,15,24,20,9,8,13,8,18,9,21,14,12,6,10,14,17,14,14,15,23,20,15,10,12,15,15,22,20,24,20,13,9,5,6,5,4,16,22,27,30,13,14,19,16,16,15,16,16,23,13,20,11,15,12,21,20,24,17,22,22,9,5,38,28,34,24,20,28,27,18,21,5,20,5,24,22,20,25,11,25,34,19,16,14,13,19,15,7,13,24,23,23,19,19,19,22
232,中山天母路口,士林區,121.529738,25.118843,10,0,1,4,7,7,10,10,10,6,4,1,2,5,9,1,3,6,20,7,6,7,6,5,7,12,2,0,0,6,4,13,13,7,2,4,18,7,2,6,7,4,6,5,8,9,6,7,20,13,7,8,6,3,17,15,15,20,19,16,11,26,23,21,16,10,15,9,6,4,2,4,7,8,7,4,1,1,1,1,6,2,0,1,5,10,1,4,15,17,5,1,16,16,16,13,9,15,12,6,12,12,11,9,5,0,17,14,9,1,4,4,8,14,11,15,15,16,13,10,16,13,16,15,18,14
233,捷運忠義站,北投區,121.474155,25.131411,14,14,13,13,14,13,13,13,11,13,15,12,18,16,14,13,12,12,9,10,10,10,9,11,13,13,14,13,16,18,19,13,11,13,12,12,13,14,11,11,10,8,5,3,3,3,5,4,5,5,5,4,6,6,3,3,2,3,4,0,5,4,13,14,15,16,15,11,11,11,11,11,11,11,11,11,12,12,13,10,8,8,5,6,5,6,8,8,8,9,10,12,11,15,16,17,17,17,17,18,20,20,20,17,14,14,15,14,15,16,15,15,14,14,14,11,13,17,18,16,11,12,12,11,10,10
234,永欣綠地,北投區,121.526071,25.124162,31,28,24,20,16,17,16,15,16,18,14,14,12,8,7,8,9,6,16,5,5,2,1,15,15,12,10,10,12,10,9,5,7,6,7,6,15,13,10,5,8,5,4,1,15,20,29,31,26,25,25,25,28,25,21,22,17,13,8,20,26,22,26,25,19,20,17,16,14,15,13,10,24,23,22,21,15,15,15,12,26,23,19,10,13,11,8,20,24,24,31,29,21,19,21,20,20,20,19,19,17,15,11,17,26,31,30,28,23,18,12,8,8,9,8,1,1,1,1,1,12,8,8,11,10,11
235,市民東興路口,松山區,121.565928,25.04846,5,6,11,17,7,14,14,3,5,5,11,24,1,12,10,1,5,1,1,27,27,16,7,4,11,13,5,15,14,10,4,1,11,6,3,6,10,19,1,10,8,8,3,14,14,15,13,8,15,8,26,11,14,13,7,8,6,0,17,23,19,23,18,24,16,14,6,17,22,25,20,14,9,5,9,10,9,9,6,5,4,8,2,14,8,9,12,16,18,18,13,17,5,14,3,10,10,9,11,8,20,16,4,10,4,6,2,2,15,19,22,12,12,10,9,10,7,12,6,4,2,23,18,18,8,7
236,關渡自然公園,北投區,121.469138,25.119292,22,15,7,8,5,5,7,5,3,2,0,3,13,6,19,30,33,27,30,3,1,10,3,0,7,9,11,12,12,13,11,12,13,17,23,24,19,9,8,2,5,7,9,10,10,10,8,10,19,8,9,16,23,24,27,28,29,29,24,22,22,22,27,31,26,5,7,9,5,9,15,21,25,16,16,23,15,15,14,21,25,20,11,1,8,9,9,5,8,15,27,10,9,2,2,2,4,0,1,8,9,9,18,12,20,23,27,29,22,8,1,5,3,2,2,1,0,1,3,1,20,7,21,30,21,24
237,文山第二行政中心,文山區,121.551418,25.001149,21,8,16,20,16,14,11,11,11,12,12,13,9,10,13,16,27,15,26,15,16,25,22,19,22,21,25,25,25,16,17,19,18,13,21,30,25,21,16,12,10,22,20,18,24,23,23,14,10,9,15,23,21,12,22,24,25,22,15,13,13,12,13,15,17,9,6,14,9,31,17,25,22,20,24,25,29,29,22,22,19,15,14,9,11,7,14,9,12,16,23,22,15,23,22,21,22,21,21,17,17,17,7,19,21,15,13,22,22,18,13,10,19,16,18,20,22,25,27,25,15,9,7,5,18,14
238,瑞湖陽光街口,內湖區,121.575965,25.073119,4,4,18,4,8,3,1,14,19,16,5,17,0,0,1,0,0,0,7,19,15,21,16,7,8,11,13,13,1,0,0,0,0,4,1,9,16,19,12,9,14,12,10,6,2,13,5,27,29,8,3,14,12,9,8,7,13,19,24,13,15,11,14,15,17,17,11,9,15,13,15,15,19,19,23,28,16,16,19,23,21,21,15,15,15,13,12,9,9,8,12,6,12,5,17,15,6,13,15,11,2,15,0,3,0,10,7,5,12,11,21,18,15,5,7,10,8,4,5,20,0,0,3,2,1,1
239,新明路321巷口,內湖區,121.584098,25.056687,9,13,14,11,10,9,9,9,13,11,13,12,9,10,8,7,12,14,15,23,23,23,23,20,20,21,23,25,23,15,18,16,16,14,20,20,11,12,18,18,15,16,14,11,14,15,16,16,11,7,12,13,14,16,19,17,22,21,21,21,17,15,14,15,10,13,9,11,12,14,16,20,26,25,21,19,16,16,15,12,14,11,4,2,5,10,9,15,16,15,14,16,18,18,17,13,13,11,16,19,20,16,12,8,11,13,12,13,11,15,20,16,14,12,14,13,12,12,11,13,14,10,10,7,8,9
240,南京建國路口,中山區,121.536802,25.052141,16,25,55,17,26,23,22,22,16,41,42,54,15,10,1,0,8,7,8,8,10,29,29,33,28,24,51,55,51,32,20,15,5,4,3,6,21,17,40,43,23,28,27,19,25,24,33,47,37,28,46,46,40,37,43,29,29,31,31,37,43,49,43,39,41,42,32,28,28,33,32,29,33,32,34,37,43,43,42,35,36,31,34,30,29,20,19,24,19,14,18,24,46,35,37,33,32,28,29,21,22,34,40,30,19,15,14,13,10,19,56,40,37,36,40,50,35,43,46,58,38,29,27,16,7,1
241,林口公園,信義區,121.579146,25.038943,23,25,6,24,23,17,22,28,12,7,18,20,21,8,17,30,23,20,26,14,14,20,34,31,38,15,13,8,7,19,31,17,14,24,18,19,31,22,28,18,17,22,28,5,5,6,7,8,11,9,12,13,20,32,15,23,13,18,14,9,14,15,15,11,6,11,20,14,5,5,9,16,28,27,24,22,21,21,21,28,21,19,18,21,16,19,15,18,31,29,21,13,2,10,21,19,16,15,11,3,6,15,30,20,8,15,24,28,24,19,29,21,19,29,34,27,18,19,23,11,33,6,17,31,27,32
242,關渡宮,北投區,121.463161,25.117472,4,2,0,1,0,1,1,1,2,0,1,0,2,13,9,10,10,11,11,12,12,11,11,12,12,15,12,12,16,11,10,6,8,15,16,7,3,4,2,4,5,6,7,7,7,9,8,6,7,7,7,6,9,12,14,4,2,7,8,5,7,24,20,25,15,17,8,25,17,15,27,20,22,25,29,17,31,31,28,31,10,14,15,0,6,18,29,13,18,19,26,25,26,23,26,26,26,27,25,24,24,20,20,20,16,12,24,20,12,9,10,7,12,8,10,11,9,8,4,3,4,3,4,8,9,9
243,社子公園,士林區,121.506219,25.090202,14,6,4,3,4,4,3,6,3,2,6,10,15,5,9,9,8,7,13,10,10,10,7,7,13,19,18,18,20,9,9,10,11,10,7,12,15,9,14,14,15,15,17,16,13,13,13,3,3,7,9,12,11,13,19,21,21,21,22,20,18,16,15,14,13,14,15,5,6,6,12,12,11,11,13,6,3,3,3,3,6,7,9,10,10,13,9,9,12,12,11,8,8,9,8,6,7,13,14,12,17,16,7,6,2,6,9,9,16,14,10,11,12,12,15,23,9,10,8,12,7,7,8,11,11,11
244,復興市民路口,中山區,121.543736,25.045908,18,14,32,39,16,19,23,30,34,32,37,28,15,14,3,4,1,15,19,34,36,25,25,29,34,33,34,29,27,0,25,32,16,1,3,0,24,14,36,19,22,23,30,31,25,30,27,26,20,14,16,6,0,15,12,9,1,14,19,28,29,34,35,26,9,13,7,14,14,1,3,13,17,18,17,17,40,40,41,41,42,37,45,16,7,7,7,14,0,3,22,23,39,45,17,14,15,14,15,13,7,17,5,22,10,14,1,0,26,14,28,37,36,40,31,27,26,24,25,15,25,8,22,16,3,3
245,捷運中山國中站,中山區,121.544028,25.060632,6,24,4,8,7,6,0,1,0,11,20,4,14,3,0,7,4,11,15,12,11,9,25,22,26,26,4,3,6,9,21,2,3,8,4,1,16,22,7,0,4,2,13,12,30,24,22,19,19,4,8,1,2,2,23,24,19,17,29,43,16,18,15,26,3,41,41,18,7,16,0,8,22,19,4,18,14,14,21,23,16,21,12,15,19,6,18,10,9,16,22,24,7,19,9,8,18,13,7,4,16,4,2,6,3,1,2,3,13,22,13,7,19,20,16,15,33,33,24,1,13,3,0,3,3,1
246,國立故宮博物院,士林區,121.548086,25.098743,3,2,2,2,3,3,1,0,5,5,3,0,0,0,3,4,5,5,8,9,9,9,9,8,14,15,16,16,11,3,3,3,4,5,7,10,13,12,13,11,11,11,9,10,10,10,9,7,5,5,5,4,6,5,3,2,5,2,3,4,4,7,7,10,10,8,8,8,9,8,8,7,10,10,9,11,11,11,11,11,12,9,9,8,8,8,8,6,7,7,9,10,12,11,11,12,12,13,13,14,8,6,3,5,6,7,6,7,6,8,9,9,10,10,9,9,9,9,7,0,2,2,3,5,3,3
247,木柵公園,文山區,121.560627,24.987144,12,9,9,8,7,8,5,5,2,2,16,14,11,12,13,14,15,16,13,7,7,5,5,5,3,3,1,2,2,2,1,4,8,10,11,12,10,8,1,0,13,12,10,10,11,11,12,12,12,10,15,15,14,15,14,10,4,7,8,8,10,14,17,17,11,12,14,5,10,9,9,12,14,12,11,15,19,19,20,18,19,21,19,16,15,14,10,17,18,21,10,9,9,8,8,7,8,10,11,10,11,3,3,3,6,7,7,10,14,9,8,10,12,11,12,11,8,9,9,4,5,6,11,11,10,10
248,喬治工商,大安區,121.555566,25.027123,9,10,1,0,6,3,2,5,6,8,2,2,8,23,18,21,25,21,13,12,13,7,18,20,15,18,20,27,24,23,24,6,12,13,24,7,11,10,4,25,20,16,22,21,15,17,24,11,7,13,14,18,10,17,15,21,13,5,17,18,21,13,14,9,6,11,12,17,8,14,15,9,8,8,3,17,8,8,6,14,11,6,7,1,2,4,12,19,17,14,11,13,4,0,1,7,5,4,8,11,15,16,17,19,12,19,25,20,13,25,15,17,9,9,4,2,5,14,20,13,18,20,15,11,22,17
249,中華桂林路口,萬華區,121.506624,25.037706,25,12,12,10,5,14,5,17,23,7,13,12,27,5,16,6,0,10,28,18,18,15,12,13,14,12,0,7,14,21,30,16,23,11,7,5,27,15,13,2,5,6,12,9,5,4,10,19,10,4,6,3,6,4,22,15,10,14,17,17,16,22,14,8,2,23,12,24,10,12,3,2,23,18,14,17,23,23,18,10,10,0,8,8,12,4,14,11,20,14,21,13,6,5,4,5,11,3,3,7,19,26,23,19,28,22,12,16,19,15,9,11,13,11,4,4,7,6,1,30,21,14,15,17,16,21
250,忠孝東路三段217巷口,大安區,121.539873,25.04184,20,13,10,4,1,11,20,30,29,4,2,5,4,3,6,7,10,9,29,16,17,8,11,6,6,12,17,18,12,5,8,10,8,11,14,16,29,27,12,13,12,16,14,25,20,22,18,22,15,10,14,20,20,15,17,13,16,10,8,9,6,18,25,28,25,16,11,13,8,6,14,11,27,20,15,15,9,9,14,15,6,4,5,4,11,10,17,16,19,16,35,25,22,22,21,20,23,25,13,4,2,7,8,4,8,2,3,3,33,30,21,22,21,21,20,25,14,20,21,20,1,4,4,1,4,8
251,華齡公園,士林區,121.520692,25.083023,27,9,2,12,19,10,9,7,5,0,8,14,19,13,3,14,10,9,22,14,14,1,24,19,13,15,16,17,19,5,6,16,6,27,14,20,31,33,31,19,15,19,20,17,16,16,19,12,12,12,11,14,15,15,24,18,8,27,23,15,17,12,19,17,19,12,23,8,3,5,28,18,25,25,21,15,15,15,18,4,27,24,23,5,8,14,18,21,20,18,10,24,16,8,5,3,4,5,8,7,4,11,8,29,15,14,22,22,20,11,17,14,7,9,5,4,5,7,8,14,10,13,11,11,16,17
252,大安運動中心,大安區,121.545608,25.020544,13,18,18,11,16,12,1,2,6,5,11,19,28,17,3,0,1,2,9,6,8,1,8,3,3,0,13,21,20,10,4,16,1,4,1,6,9,3,11,9,13,20,23,11,12,11,5,5,2,23,15,9,1,6,12,12,17,27,33,9,16,17,21,29,28,13,5,17,6,3,4,7,19,20,15,15,16,16,10,4,11,26,23,22,23,24,19,26,13,13,16,17,17,22,21,26,14,14,14,8,7,7,12,7,5,3,1,1,10,15,13,11,16,17,8,17,26,14,11,10,25,17,5,7,2,4
253,芝山抽水站,士林區,121.52799,25.101423,14,4,20,21,20,18,19,19,20,18,15,23,22,29,20,23,28,28,22,2,1,24,20,20,20,22,23,20,21,27,24,3,2,11,19,20,26,12,1,9,5,3,5,1,0,1,1,1,0,3,8,11,21,20,13,9,5,21,19,16,15,12,2,2,2,2,6,8,7,8,12,12,13,15,10,8,16,16,16,11,7,6,1,0,1,7,11,10,16,19,17,19,12,10,6,6,2,2,0,8,11,16,16,4,8,8,8,16,21,18,15,11,11,11,10,9,7,6,7,5,4,3,7,13,12,13
254,立功立德路口,北投區,121.471482,25.125377,5,20,16,16,25,28,24,26,25,23,17,9,17,16,10,11,13,13,6,30,30,17,22,22,18,22,21,22,14,1,4,1,20,13,7,6,5,9,22,17,22,22,22,24,22,22,17,13,29,23,18,22,9,10,13,23,22,24,24,20,17,14,19,17,10,6,2,6,1,2,8,9,10,18,18,17,15,15,16,19,20,22,23,21,8,9,15,18,21,21,10,25,15,17,21,13,17,20,20,21,18,31,27,16,26,29,29,26,15,29,4,16,18,15,9,14,15,23,23,6,18,9,3,1,12,11
255,光復南路22巷口,松山區,121.557674,25.046914,25,9,19,20,21,12,17,17,21,13,19,11,1,8,8,6,8,9,17,13,10,14,27,16,10,9,24,23,26,12,11,14,3,0,8,16,19,2,14,15,19,26,14,9,12,15,23,18,14,7,4,8,5,16,14,10,13,17,4,2,3,7,6,21,26,10,10,12,28,15,13,19,15,9,20,17,17,17,20,16,7,8,13,6,14,9,14,24,23,22,19,9,18,29,24,30,17,13,15,14,26,19,2,7,0,13,21,25,16,1,25,19,25,9,10,7,11,9,17,17,8,0,3,8,26,16
256,中山中正路口,士林區,121.527526,25.096507,15,12,6,7,4,3,0,0,0,3,0,7,2,5,11,15,14,18,19,15,15,15,15,15,17,18,15,20,18,18,26,34,20,17,15,17,13,9,6,5,21,20,21,18,22,24,24,24,25,30,26,20,22,25,20,17,15,17,15,15,17,20,21,18,15,9,11,14,7,6,6,8,3,4,2,4,9,9,13,12,11,9,5,6,3,8,7,4,7,10,8,4,1,0,2,10,9,7,5,6,11,13,21,23,24,19,18,17,17,16,14,14,12,9,11,15,15,11,10,14,18,20,18,16,16,17
257,錦德公園,萬華區,121.492637,25.023316,15,23,13,13,13,11,11,9,8,10,11,4,12,14,7,18,27,21,25,1,0,6,1,3,0,6,8,12,12,18,10,15,6,21,33,21,21,15,3,3,1,1,3,1,5,5,10,1,7,9,10,19,34,21,24,19,15,13,9,8,4,3,6,8,10,6,6,12,19,9,10,16,25,22,19,16,10,10,7,5,5,7,5,5,5,9,8,22,32,34,21,13,5,3,3,2,1,1,0,1,5,6,9,22,15,26,30,17,22,26,21,20,17,15,14,4,3,4,7,5,10,21,2,19,25,19
258,聯合醫院中興院區,大同區,121.507979,25.052096,5,9,22,28,32,35,32,33,31,22,18,14,7,9,13,10,13,7,9,27,28,33,31,31,26,24,17,16,12,2,0,2,4,7,8,6,7,13,21,24,26,26,23,26,24,24,26,21,19,23,27,32,35,37,16,15,14,6,6,8,7,5,2,3,1,5,1,1,6,11,13,14,23,22,23,23,17,17,16,17,11,8,6,8,10,10,12,21,25,27,12,18,27,30,33,25,23,21,16,18,19,19,7,6,5,7,15,16,9,10,12,18,24,19,20,23,25,28,24,30,18,22,21,24,26,29
259,南京遼寧街口,中山區,121.542168,25.051761,14,10,2,18,15,11,16,23,22,30,30,24,13,1,10,1,4,7,6,0,0,17,15,17,18,22,19,17,19,24,17,10,17,5,0,4,18,21,2,4,11,12,9,3,15,13,18,24,16,11,6,0,1,5,5,16,15,2,18,26,27,28,26,21,19,20,11,27,15,1,6,10,16,17,13,12,18,18,23,19,22,15,15,21,16,18,17,15,12,15,11,11,3,8,5,7,6,7,10,13,20,11,1,0,12,4,3,4,13,10,2,5,2,1,4,15,17,12,6,7,2,8,6,1,2,4
260,民權瑞光路口,內湖區,121.583991,25.068616,7,9,9,10,9,7,6,8,9,13,12,13,8,4,4,4,2,2,6,1,1,1,1,0,18,17,15,16,19,14,10,10,6,8,10,10,10,7,5,4,1,7,7,8,9,9,11,13,7,9,6,6,7,12,9,9,9,10,7,15,12,11,14,12,12,8,11,8,9,10,10,12,9,8,8,14,21,21,22,23,23,24,21,20,17,15,16,22,22,23,25,26,25,26,27,26,24,24,25,22,23,24,18,16,14,16,14,16,13,10,9,9,10,9,6,19,18,20,20,17,8,2,5,7,6,5
261,健康新城,松山區,121.560928,25.054095,33,30,8,2,3,8,4,13,18,20,19,27,28,21,5,22,35,43,33,17,20,4,17,21,23,25,22,32,29,14,23,28,11,20,21,26,33,13,32,19,24,19,20,16,17,20,19,20,17,19,15,22,29,33,28,26,25,26,25,20,14,13,7,9,2,5,2,3,3,8,24,31,34,33,33,33,31,31,26,27,29,24,19,13,12,23,29,19,26,34,37,21,25,8,5,10,9,1,7,14,16,26,27,27,36,15,27,30,31,23,15,7,3,2,5,5,2,6,15,10,27,26,9,17,24,33
262,永安藝文館-表演36房,文山區,121.569064,24.984144,17,10,9,16,17,14,16,15,13,13,15,16,15,21,4,8,8,13,20,16,17,17,16,18,17,16,16,17,20,22,20,6,6,19,27,8,12,9,11,4,6,7,8,11,12,13,13,13,6,2,14,18,19,21,19,14,14,12,11,8,8,7,7,8,9,4,6,8,4,9,16,17,20,19,18,17,16,16,17,16,14,15,17,12,4,5,5,14,16,16,16,13,13,13,8,8,5,3,6,7,7,11,12,7,8,14,20,17,21,21,12,16,13,12,11,9,10,7,5,10,8,16,14,7,5,5
263,至善臨溪路口,士林區,121.542153,25.097103,17,19,25,27,28,28,30,29,26,22,14,12,11,8,9,12,16,17,19,21,21,24,24,24,22,20,21,21,20,10,9,11,11,13,12,16,17,17,17,16,17,17,15,20,19,19,19,23,22,23,24,26,25,27,14,14,10,10,20,18,16,15,13,14,12,12,8,8,7,7,6,7,12,12,14,14,9,9,3,4,5,7,3,2,2,2,11,14,17,19,21,21,19,17,18,18,14,28,24,22,20,13,12,14,13,15,16,19,20,19,20,20,21,17,16,30,29,30,27,19,9,10,11,14,16,18
264,秀山區民活動中心,北投區,121.493009,25.145936,19,18,16,15,14,14,14,11,16,16,15,15,14,13,13,13,15,15,16,12,12,11,10,9,8,3,3,3,2,2,2,1,1,1,2,3,19,13,11,9,9,9,8,9,10,10,10,9,9,8,8,9,10,11,12,11,7,7,6,6,4,18,17,15,16,9,9,7,5,5,8,10,13,12,12,5,12,12,12,17,17,16,10,6,5,3,5,6,7,6,8,8,6,12,11,11,10,10,9,8,8,9,10,8,9,12,12,14,13,12,11,10,9,5,3,3,4,5,5,2,2,2,4,18,20,19
