sno,sna,sarea,lng,lat,2018/8/1-7,2018/8/1-8  ,2018/8/1-9  ,2018/8/1-10  ,2018/8/1-11,2018/8/1-12,2018/8/1-13,2018/8/1-14,2018/8/1-15,2018/8/1-16,2018/8/1-17,2018/8/1-18,2018/8/1-19,2018/8/1-20,2018/8/1-21,2018/8/1-22,2018/8/1-23,2018/8/1-24,2018/8/2-7,2018/8/2-8,2018/8/2-9,2018/8/2-10,2018/8/2-11,2018/8/2-12,2018/8/2-13,2018/8/2-14,2018/8/2-15,2018/8/2-16,2018/8/2-17,2018/8/2-18,2018/8/2-19,2018/8/2-20,2018/8/2-21,2018/8/2-22,2018/8/2-23,2018/8/2-24,2018/8/3-7,2018/8/3-8,2018/8/3-9,2018/8/3-10,2018/8/3-11,2018/8/3-12,2018/8/3-13,2018/8/3-14,2018/8/3-15,2018/8/3-16,2018/8/3-17,2018/8/3-18,2018/8/3-19,2018/8/3-20,2018/8/3-21,2018/8/3-22,2018/8/3-23,2018/8/3-24,2018/8/4-7,2018/8/4-8,2018/8/4-9,2018/8/4-10,2018/8/4-11,2018/8/4-12,,,,,,,,,,,,,,,,,,,,,,,
312,捷運信義安和站(1號出口),大安區,121.552787,25.033323,25,8,1,2,0,1,5,10,10,4,5,11,30,20,19,9,5,3,23,1,0,7,1,2,5,6,0,5,4,14,7,9,3,8,8,5,27,7,4,3,2,5,2,6,10,6,0,1,4,11,11,6,16,8,24,22,20,15,11,11,,,,,,,,,,,,,,,,,,,,,,,
313,光華商場,中正區,121.532738,25.04515,29,26,33,37,34,37,43,40,44,52,48,52,39,23,23,9,8,7,29,24,24,32,39,42,42,37,43,38,21,1,2,3,0,7,6,0,21,19,25,28,37,46,60,56,49,49,49,45,37,46,34,32,28,34,30,25,15,17,29,31,,,,,,,,,,,,,,,,,,,,,,,
314,敦化長春路口,松山區,121.54872,25.053614,7,17,11,21,18,17,8,18,13,13,28,13,24,17,11,0,2,13,4,13,15,12,18,12,9,16,5,17,6,21,24,19,9,6,3,2,8,18,8,17,23,12,13,17,18,21,17,15,15,20,17,26,22,17,15,15,22,5,0,9,,,,,,,,,,,,,,,,,,,,,,,
315,捷運萬隆站(1號出口),文山區,121.539037,25.001447,15,18,20,22,20,20,22,23,21,21,19,22,19,17,16,22,21,16,22,20,19,19,19,22,21,22,24,28,28,14,11,11,13,4,11,13,19,22,22,12,13,15,15,13,12,16,16,13,10,10,16,18,25,15,19,18,20,18,19,16,,,,,,,,,,,,,,,,,,,,,,,
316,民有一號公園,松山區,121.54763,25.060911,20,15,31,15,21,20,20,27,19,13,10,5,0,0,6,10,15,18,10,21,24,23,22,25,27,23,18,19,18,12,8,5,10,16,20,21,6,2,21,19,22,19,20,14,15,14,12,15,16,12,14,12,25,30,20,20,19,21,16,8,,,,,,,,,,,,,,,,,,,,,,,
317,雙園國中,萬華區,121.491675,25.026823,17,14,14,16,12,10,10,8,4,1,2,10,4,8,11,20,22,16,15,14,15,15,13,14,4,4,3,3,6,6,3,9,7,7,11,12,6,2,2,5,4,2,3,4,2,6,8,5,5,12,8,11,18,21,22,24,24,25,26,19,,,,,,,,,,,,,,,,,,,,,,,
318,成功金龍路口,內湖區,121.59484,25.084135,7,12,23,22,22,18,22,15,14,17,15,17,17,14,11,20,9,4,8,6,8,7,12,11,12,16,17,19,13,5,3,7,6,10,2,2,16,28,12,8,10,12,18,14,16,15,17,17,10,4,15,8,2,9,10,15,23,12,19,14,,,,,,,,,,,,,,,,,,,,,,,
319,民族林森路口,中山區,121.525322,25.068507,11,7,10,16,15,14,11,16,18,23,19,23,30,14,15,12,18,14,16,14,13,17,16,18,14,19,16,13,14,14,10,8,10,16,18,17,23,21,25,27,14,13,14,14,14,14,13,7,8,2,8,3,10,12,5,5,4,13,12,9,,,,,,,,,,,,,,,,,,,,,,,
320,捷運南京三民站(3號出口),松山區,121.564262,25.051287,9,9,1,4,6,8,12,10,9,11,2,1,1,12,3,0,0,8,8,1,1,3,8,5,9,9,9,9,3,4,6,14,14,3,0,2,9,12,16,2,0,8,11,11,6,5,12,12,4,8,8,7,5,0,12,11,14,8,5,4,,,,,,,,,,,,,,,,,,,,,,,
321,莒光大埔街口,中正區,121.505085,25.031334,20,17,15,12,10,11,11,9,10,11,10,12,11,13,13,17,23,17,18,12,13,12,11,9,5,2,1,3,5,11,10,14,8,19,26,27,22,21,11,11,10,12,13,19,5,6,10,10,10,12,13,22,13,14,11,8,10,7,10,9,,,,,,,,,,,,,,,,,,,,,,,
322,永盛公園(民生東路一段23巷),中山區,121.52504,25.058835,2,12,14,10,8,7,8,9,11,11,13,18,22,18,6,12,10,11,9,8,8,5,2,3,1,3,7,5,11,7,5,4,9,10,17,20,8,4,5,2,5,6,3,4,9,9,12,13,14,17,13,12,16,16,19,19,20,19,18,14,,,,,,,,,,,,,,,,,,,,,,,
323,新興公園,中山區,121.524392,25.061568,13,9,6,6,7,8,10,13,15,10,7,3,3,2,1,14,14,14,9,2,1,4,5,4,6,5,5,7,10,9,12,10,7,13,14,16,11,7,5,8,9,11,9,6,8,7,6,8,9,14,0,0,4,1,5,4,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
324,市立圖書館葫蘆堵分館,士林區,121.5108,25.08221,15,11,7,5,5,3,8,12,13,10,12,0,10,12,9,6,10,15,11,7,7,4,2,2,1,3,8,8,12,4,6,10,18,9,14,9,14,12,11,9,9,7,8,10,10,12,6,11,4,9,2,5,16,17,8,5,6,7,9,10,,,,,,,,,,,,,,,,,,,,,,,
325,南京東路六段368巷,內湖區,121.58707,25.05827,13,13,15,20,20,21,20,22,22,23,19,11,6,2,7,10,9,9,10,12,13,15,17,18,18,16,17,16,17,5,3,2,3,4,2,1,7,7,9,13,14,15,19,20,20,20,17,18,7,6,4,6,6,6,11,12,14,13,14,15,,,,,,,,,,,,,,,,,,,,,,,
326,基隆路一段101巷口,信義區,121.56709,25.04525,25,20,28,10,14,10,11,9,8,16,18,12,17,21,29,12,18,15,16,20,22,18,19,16,15,12,8,5,9,1,2,8,12,17,16,20,11,7,14,12,13,13,14,9,11,13,18,15,4,5,7,7,1,14,13,12,8,2,0,12,,,,,,,,,,,,,,,,,,,,,,,
327,重慶南海路口,中正區,121.51464,25.03158,11,7,21,16,12,9,7,11,17,13,0,23,8,4,3,8,8,7,13,13,12,18,18,17,9,15,5,13,11,6,1,12,3,5,13,11,15,11,5,11,14,12,20,7,7,16,13,10,18,19,11,13,17,17,11,9,10,11,11,11,,,,,,,,,,,,,,,,,,,,,,,
328,一江公園,中山區,121.53146,25.05316,10,15,23,27,27,25,24,18,11,9,11,0,6,2,2,3,5,6,8,31,31,14,15,28,30,30,27,31,34,12,12,0,2,13,16,21,16,14,30,22,25,20,17,10,9,27,28,28,28,24,18,11,10,15,10,9,6,9,18,14,,,,,,,,,,,,,,,,,,,,,,,
329,樂群二明水路口,中山區,121.55236,25.07983,20,14,23,24,25,30,31,34,21,19,14,12,14,17,7,8,7,9,10,8,9,17,17,19,17,21,23,25,23,11,8,12,8,0,1,4,3,1,7,18,22,30,18,19,14,12,13,11,14,14,2,2,3,3,12,12,16,23,22,24,,,,,,,,,,,,,,,,,,,,,,,
330,迪化休閒運動公園,大同區,121.5115,25.07491,6,5,5,17,20,21,21,19,20,9,8,7,5,0,2,6,6,10,9,7,6,8,11,13,14,9,8,9,8,5,4,2,6,9,11,14,14,16,19,22,14,13,14,12,10,12,14,16,14,13,14,16,17,21,12,11,14,14,13,12,,,,,,,,,,,,,,,,,,,,,,,
331,民族玉門街口,中山區,121.51974,25.06859,20,15,12,10,12,10,11,9,9,10,9,8,5,5,14,16,19,21,28,24,25,23,12,12,15,11,10,11,7,16,18,14,9,6,10,12,20,18,14,11,12,11,7,5,4,6,7,2,2,10,7,4,0,13,11,12,12,19,24,26,,,,,,,,,,,,,,,,,,,,,,,
332,捷運中山站(2號出口),中山區,121.52193,25.05225,14,19,13,14,9,5,14,14,14,9,2,5,14,5,28,1,17,12,9,12,13,10,12,14,27,21,26,20,21,19,11,10,27,7,16,14,11,13,1,4,8,15,11,5,15,15,17,24,13,4,8,9,11,4,15,20,20,13,16,18,,,,,,,,,,,,,,,,,,,,,,,
333,復盛公園,松山區,121.561182,25.047428,14,9,1,12,12,11,12,14,14,10,15,17,13,23,26,26,15,16,12,8,10,7,4,14,11,15,14,12,14,4,9,12,15,23,20,20,23,14,3,3,16,12,13,15,19,5,5,8,10,20,17,21,20,22,18,15,14,13,14,13,,,,,,,,,,,,,,,,,,,,,,,
334,敦化南路二段103巷口,大安區,121.549024,25.028973,1,4,13,11,0,0,1,12,3,8,9,10,2,1,0,11,19,13,14,9,2,6,5,5,3,12,4,5,4,2,2,0,11,15,17,19,8,21,10,3,5,6,1,1,4,6,3,4,11,14,12,4,4,21,8,4,10,16,16,13,,,,,,,,,,,,,,,,,,,,,,,
335,景文中學,文山區,121.567855,24.986301,7,13,13,13,12,12,10,12,11,9,6,0,8,3,5,4,6,8,12,15,15,15,15,14,14,14,11,11,3,0,0,0,16,13,16,13,17,22,24,24,24,23,22,20,23,22,21,19,11,7,6,5,9,13,13,14,14,15,15,13,,,,,,,,,,,,,,,,,,,,,,,
336,承德路三段8巷口,大同區,121.51815,25.06382,8,4,15,14,13,15,17,14,15,13,13,8,6,8,14,11,12,13,3,15,14,12,7,8,3,6,5,2,8,14,18,9,4,1,3,4,5,7,15,17,14,12,10,6,8,7,5,13,14,12,10,10,13,11,4,8,7,6,4,4,,,,,,,,,,,,,,,,,,,,,,,
337,彩虹橋,內湖區,121.57592,25.05301,10,8,5,5,5,4,6,7,5,5,5,9,22,21,17,15,15,18,17,14,14,14,15,14,15,15,15,15,15,24,13,17,18,18,16,15,13,11,10,12,13,12,12,12,13,11,10,11,13,14,7,9,8,6,15,14,13,13,14,13,,,,,,,,,,,,,,,,,,,,,,,
338,成德國中,南港區,121.58794,25.04573,10,20,6,8,7,5,2,13,12,14,15,15,18,31,9,15,20,25,7,4,3,13,13,10,5,8,14,13,10,5,9,14,16,11,23,9,3,1,1,11,8,6,10,9,12,12,13,12,16,11,11,10,17,25,19,14,16,16,14,10,,,,,,,,,,,,,,,,,,,,,,,
339,重慶國中,大同區,121.51816,25.07581,20,34,20,15,17,15,1,9,10,8,0,1,2,9,12,15,16,18,5,17,17,15,15,13,0,8,1,8,5,4,4,10,13,16,16,19,6,13,17,17,15,15,18,11,11,6,3,4,4,11,10,15,18,19,20,19,21,20,22,24,,,,,,,,,,,,,,,,,,,,,,,
340,南京光復路口,松山區,121.55716,25.05143,4,2,22,10,11,15,11,14,11,3,1,3,1,1,3,5,7,9,9,21,22,13,13,12,8,17,17,15,9,0,9,7,5,0,2,8,4,2,20,10,10,9,12,13,13,13,13,12,3,10,7,0,0,1,11,11,15,17,17,12,,,,,,,,,,,,,,,,,,,,,,,
341,捷運芝山站(1號出口),士林區,121.52243,25.10094,10,6,4,2,0,16,16,12,12,10,11,12,9,10,16,12,7,5,11,9,9,6,7,6,5,5,5,1,3,2,0,11,5,0,11,8,5,4,11,9,12,12,13,11,13,14,19,20,18,20,21,18,10,10,6,4,17,17,18,20,,,,,,,,,,,,,,,,,,,,,,,
342,文林建民路口,北投區,121.51468,25.10779,21,18,20,18,17,16,17,17,14,15,16,2,4,10,14,17,22,23,21,14,15,12,11,10,8,8,8,7,12,12,16,20,21,20,25,27,24,18,21,22,22,22,19,18,17,17,17,15,14,15,19,21,25,21,24,24,25,22,23,20,,,,,,,,,,,,,,,,,,,,,,,
343,忠孝東路六段185巷口,南港區,121.58755,25.04904,13,21,4,2,4,4,4,5,1,8,13,11,15,14,28,27,22,27,24,18,15,13,14,9,5,4,3,2,2,5,11,18,7,16,17,21,15,25,12,9,8,7,2,4,3,2,1,6,9,0,8,7,13,28,12,11,10,7,19,19,,,,,,,,,,,,,,,,,,,,,,,
344,捷運忠孝復興站(5號出口),大安區,121.54401,25.04264,19,13,2,2,2,4,3,4,14,15,12,18,10,9,12,0,12,10,17,15,14,11,6,11,18,13,22,18,13,21,21,25,18,15,2,1,25,23,16,12,8,10,13,18,18,17,18,17,12,11,11,1,1,0,13,13,10,11,9,22,,,,,,,,,,,,,,,,,,,,,,,
345,中正運動中心,中正區,121.51943,25.03806,12,17,24,20,25,13,16,13,8,9,10,15,11,19,7,0,7,8,14,16,17,26,20,22,23,9,6,14,10,19,27,19,17,0,0,7,12,8,13,22,24,21,12,25,22,18,16,13,9,10,1,3,9,9,14,19,19,10,17,18,,,,,,,,,,,,,,,,,,,,,,,
346,陽明高中,士林區,121.51669,25.09157,15,21,25,25,25,24,23,24,22,22,23,15,17,13,13,16,17,18,23,21,20,24,24,23,19,20,18,16,13,22,22,15,12,14,15,17,21,26,25,27,28,27,26,26,26,24,24,22,24,24,20,23,23,23,16,20,25,23,21,11,,,,,,,,,,,,,,,,,,,,,,,
347,博愛寶慶路口,中正區,121.51135,25.04134,13,22,15,16,10,12,14,18,15,18,14,11,7,3,10,12,7,6,6,16,15,17,20,16,10,11,10,16,15,4,8,5,2,2,0,6,4,13,6,14,16,19,14,16,17,14,11,6,3,13,12,8,8,7,4,5,9,15,14,12,,,,,,,,,,,,,,,,,,,,,,,
348,民生立體停車場,松山區,121.55945,25.05794,14,13,15,10,11,12,5,1,8,7,8,6,8,9,13,16,5,8,18,14,11,14,16,12,7,15,19,17,3,10,8,20,3,6,9,12,18,17,15,14,17,20,11,9,12,12,14,6,10,4,6,12,20,17,15,13,7,5,9,7,,,,,,,,,,,,,,,,,,,,,,,
349,重慶酒泉街口,大同區,121.51364,25.07183,20,11,16,13,12,12,9,7,3,8,6,7,10,13,10,15,15,16,21,6,7,4,2,3,2,5,3,0,1,2,4,11,5,4,16,16,22,22,9,9,10,3,2,10,11,10,11,10,10,11,7,7,9,9,18,13,18,17,15,11,,,,,,,,,,,,,,,,,,,,,,,
350,復興南路二段128巷口,大安區,121.54336,25.02904,29,13,8,1,10,6,1,6,10,8,5,8,17,6,23,25,25,15,22,12,13,1,1,18,12,21,16,20,10,8,7,14,18,19,25,19,18,14,10,19,20,22,17,11,8,18,22,29,34,34,21,24,20,15,10,25,21,20,22,15,,,,,,,,,,,,,,,,,,,,,,,
351,中山青島路口,中正區,121.51954,25.04469,20,18,11,12,17,16,18,18,19,24,19,15,6,3,3,1,0,6,10,13,12,15,14,14,12,19,23,23,8,9,5,2,7,1,0,0,13,30,22,27,25,26,28,35,32,27,23,30,21,15,19,15,4,6,23,26,23,23,29,25,,,,,,,,,,,,,,,,,,,,,,,
352,民權迪化街口,大同區,121.50944,25.06318,28,9,8,8,10,10,10,10,9,11,9,11,16,5,15,15,5,7,11,5,6,5,3,5,4,3,2,5,4,5,5,11,13,12,20,21,11,9,2,3,1,0,0,3,5,5,4,5,8,9,9,7,9,9,7,6,5,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
353,紀州庵,中正區,121.52049,25.02088,12,15,3,3,4,5,8,4,3,3,1,4,16,5,9,17,21,25,15,11,12,2,5,3,3,1,4,3,8,15,5,12,18,19,23,20,15,26,8,11,10,9,4,3,1,2,4,8,14,12,3,8,12,16,20,28,22,22,17,15,,,,,,,,,,,,,,,,,,,,,,,
354,建國濟南路口,大安區,121.538084,25.040033,4,6,13,21,18,9,1,2,4,3,4,5,3,5,9,3,6,2,6,9,9,10,12,8,12,11,10,8,10,1,0,1,3,4,6,7,14,12,11,14,16,20,14,13,13,12,12,10,7,6,9,13,14,15,14,11,15,17,21,6,,,,,,,,,,,,,,,,,,,,,,,
355,福山公園,南港區,121.61759,25.04478,13,13,17,24,20,24,20,19,11,10,17,10,3,5,7,13,19,19,17,13,14,21,28,11,10,14,12,14,7,10,9,13,17,8,15,12,13,13,12,19,13,15,14,20,13,16,14,12,9,12,10,9,14,15,14,14,14,10,13,12,,,,,,,,,,,,,,,,,,,,,,,
356,臺北市網球中心,內湖區,121.59749,25.0674,5,4,1,1,1,3,5,7,5,3,2,0,5,3,2,2,1,3,3,1,1,0,1,1,4,7,7,7,5,0,3,5,5,4,2,1,2,0,13,13,14,14,11,16,18,19,19,19,18,19,15,13,17,14,15,11,11,11,13,11,,,,,,,,,,,,,,,,,,,,,,,
357,松友公園,信義區,121.57636,25.03423,12,9,8,9,18,18,19,15,9,6,3,18,15,8,6,13,15,6,7,8,8,17,20,16,15,18,11,7,11,12,20,8,21,8,20,5,8,15,19,7,4,1,8,8,10,13,17,20,13,14,11,8,13,7,13,7,14,16,13,12,,,,,,,,,,,,,,,,,,,,,,,
358,新明成功路口,內湖區,121.5911,25.06058,14,8,5,4,3,16,15,15,13,13,9,8,8,5,5,2,2,2,2,4,4,4,14,15,14,13,11,11,9,1,0,2,2,4,6,6,13,9,4,13,15,14,13,13,14,14,13,12,12,11,9,8,7,7,12,11,10,8,8,8,,,,,,,,,,,,,,,,,,,,,,,
359,健安新城,松山區,121.56358,25.05601,25,9,9,1,11,10,2,4,1,5,12,7,10,20,24,21,26,19,21,5,6,8,9,4,1,1,7,13,13,18,20,18,28,5,16,19,26,13,3,15,16,13,12,13,13,8,8,18,14,13,20,4,13,26,25,26,12,1,12,5,,,,,,,,,,,,,,,,,,,,,,,
360,民權建國路口,中山區,121.53754,25.06252,14,7,21,23,31,30,26,27,23,13,17,7,2,0,3,1,5,6,13,14,15,25,26,28,29,34,30,31,22,19,8,8,2,0,3,8,16,1,20,23,33,35,34,29,30,27,26,25,16,18,13,9,16,22,28,29,28,30,33,25,,,,,,,,,,,,,,,,,,,,,,,
361,振興醫院,北投區,121.5222,25.1177,11,29,16,24,23,27,27,26,20,17,7,3,15,9,9,9,14,16,12,21,21,25,28,17,18,22,21,19,11,7,2,6,2,3,3,1,12,20,10,5,23,20,22,23,22,23,25,20,22,24,17,15,7,5,14,24,22,21,18,12,,,,,,,,,,,,,,,,,,,,,,,
362,和平金山路口,大安區,121.52533,25.02672,7,3,1,3,4,4,3,1,1,1,0,2,1,2,9,4,3,4,7,8,7,7,10,10,12,14,19,17,12,7,10,5,2,1,9,14,14,12,16,13,14,13,14,9,13,15,14,10,9,16,15,11,16,14,11,9,8,3,9,8,,,,,,,,,,,,,,,,,,,,,,,
363,復興南路一段340巷口,大安區,121.5435,25.03617,13,6,24,12,13,11,6,6,15,15,21,6,20,12,6,1,10,12,17,31,26,19,18,21,23,28,16,17,5,14,12,12,25,12,5,4,17,4,14,12,11,8,4,7,9,13,20,16,13,11,7,2,1,20,21,26,20,20,21,20,,,,,,,,,,,,,,,,,,,,,,,
364,嘉興公園,大安區,121.55219,25.02109,21,9,10,31,24,19,17,19,7,1,2,5,23,10,15,19,3,8,12,17,16,0,12,7,2,0,2,5,5,27,8,16,5,28,3,16,19,16,27,27,30,27,23,19,17,19,21,29,15,20,8,13,7,8,16,13,31,26,18,38,,,,,,,,,,,,,,,,,,,,,,,
365,陽明大學,北投區,121.51223,25.11912,31,25,35,31,32,32,35,36,39,37,30,24,31,28,31,37,40,42,36,25,26,27,25,26,21,20,21,22,26,23,19,17,13,22,29,31,27,29,31,26,31,29,23,22,29,28,23,22,23,27,33,41,40,38,38,36,31,29,25,19,,,,,,,,,,,,,,,,,,,,,,,
366,碧湖公園,內湖區,121.58287,25.07988,10,9,9,8,5,3,2,3,3,3,3,1,4,2,6,8,7,7,7,3,0,0,1,8,7,6,9,9,8,11,11,12,13,10,10,12,12,9,3,1,8,9,5,2,3,2,0,4,5,6,3,13,18,19,20,20,18,18,17,17,,,,,,,,,,,,,,,,,,,,,,,
367,豐年公園,北投區,121.497019,25.13597,17,4,0,6,5,1,2,5,5,2,8,12,3,19,12,14,17,21,17,5,5,3,2,1,2,0,4,4,7,14,15,14,18,13,18,23,18,13,7,4,0,8,12,11,12,12,11,8,6,7,15,8,14,17,11,7,7,7,2,4,,,,,,,,,,,,,,,,,,,,,,,
368,臺灣戲曲中心,士林區,121.51979,25.10208,9,12,15,15,15,15,14,12,12,8,12,2,2,1,0,4,3,4,5,12,13,11,14,14,12,12,11,12,11,11,11,11,10,11,10,13,14,18,22,21,22,21,21,22,21,21,20,19,20,20,21,21,21,22,20,20,20,20,20,21,,,,,,,,,,,,,,,,,,,,,,,
369,世新大學,文山區,121.54361,24.98862,17,16,18,20,20,11,16,16,18,13,16,16,11,8,10,7,3,13,14,15,15,17,17,19,17,20,17,14,10,7,6,9,7,4,8,5,3,2,14,14,14,15,16,18,17,18,17,17,18,18,16,11,7,5,3,1,15,18,20,17,,,,,,,,,,,,,,,,,,,,,,,
370,新和國小,萬華區,121.50242,25.02656,13,1,17,16,18,12,14,10,6,8,6,5,14,16,17,13,12,17,15,21,21,17,15,17,19,16,14,17,14,13,14,17,22,13,17,18,20,14,5,7,8,8,8,7,1,1,2,5,6,5,7,14,21,22,18,15,10,10,9,9,,,,,,,,,,,,,,,,,,,,,,,
371,南門國中,中正區,121.50834,25.03532,10,15,20,21,21,18,16,11,11,14,9,10,9,9,8,13,6,5,12,25,25,21,21,27,30,29,33,33,22,14,13,13,10,1,3,2,12,14,20,19,19,21,11,10,14,15,12,13,13,15,14,11,10,5,11,11,13,12,9,4,,,,,,,,,,,,,,,,,,,,,,,
372,重慶民族路口,大同區,121.51359,25.06825,14,13,4,8,6,5,7,11,2,3,4,0,13,17,7,12,16,21,14,0,1,3,6,2,2,1,0,4,7,3,4,10,2,10,18,20,21,5,5,8,10,11,10,9,7,10,12,12,11,1,6,9,19,13,11,10,6,9,10,10,,,,,,,,,,,,,,,,,,,,,,,
373,中崙福成宮,松山區,121.546635,25.04525,19,23,19,15,13,10,9,7,8,9,12,9,14,11,11,5,6,4,14,12,11,9,10,10,6,9,9,6,2,1,6,3,10,9,15,15,15,17,11,9,11,10,11,17,19,14,15,17,17,12,21,18,15,8,9,12,7,11,11,16,,,,,,,,,,,,,,,,,,,,,,,
374,麗湖國小,內湖區,121.602225,25.073322,10,10,12,14,12,10,9,12,12,12,12,15,11,24,10,15,15,15,10,10,11,11,9,9,9,9,10,8,8,6,5,3,5,6,7,6,10,9,12,12,11,8,9,9,4,2,3,6,8,9,11,4,2,2,4,4,7,6,5,5,,,,,,,,,,,,,,,,,,,,,,,
375,銘傳大學,士林區,121.526766,25.087714,18,18,18,19,20,27,25,29,27,25,19,17,19,14,14,15,14,14,13,9,9,12,12,8,7,5,8,8,6,3,0,6,5,1,0,1,11,9,10,9,11,11,13,14,17,16,15,12,9,8,9,5,3,2,10,9,13,11,11,11,,,,,,,,,,,,,,,,,,,,,,,
376,民生建國路口,中山區,121.536915,25.057778,9,6,17,26,28,31,31,32,28,30,33,25,10,8,8,8,10,8,10,10,18,20,23,20,18,16,18,17,14,1,0,18,16,15,17,19,9,7,15,23,23,26,20,21,20,17,10,8,1,13,23,27,9,6,5,5,5,6,7,7,,,,,,,,,,,,,,,,,,,,,,,
377,南港路二段178巷口,南港區,121.599693,25.053675,7,8,13,10,9,10,5,7,5,4,9,7,5,1,0,1,1,2,3,9,9,7,7,6,4,3,2,2,1,1,1,3,2,4,9,9,9,5,7,10,11,9,10,14,11,11,9,10,7,9,11,12,15,21,8,8,8,4,5,5,,,,,,,,,,,,,,,,,,,,,,,
378,陽光街321巷口,內湖區,121.578691,25.073193,4,17,7,13,13,14,12,17,12,9,2,9,11,1,7,1,0,8,8,26,27,6,15,13,11,10,11,13,6,4,0,1,5,5,3,3,5,3,17,9,10,9,8,12,14,14,3,11,2,17,5,3,5,6,5,6,7,12,13,17,,,,,,,,,,,,,,,,,,,,,,,
379,春光公園,信義區,121.580762,25.042619,31,28,23,25,19,24,23,18,20,21,11,10,12,11,18,37,24,25,29,31,31,22,23,23,25,24,23,19,19,13,20,7,17,27,24,23,24,24,21,22,21,25,21,23,22,9,11,10,11,8,7,10,19,27,22,20,27,23,23,24,,,,,,,,,,,,,,,,,,,,,,,
380,塔悠疏散門,松山區,121.567899,25.064713,8,7,5,5,8,9,7,10,11,10,11,13,16,18,23,24,29,16,7,6,6,3,3,2,2,3,3,4,5,3,5,5,11,14,18,20,6,4,1,1,2,1,5,4,4,9,11,12,16,11,13,16,21,21,9,9,8,8,10,8,,,,,,,,,,,,,,,,,,,,,,,
381,民權東路六段15巷,內湖區,121.578125,25.06853,6,10,9,13,14,15,11,8,10,17,17,17,10,3,2,2,3,3,6,14,14,17,19,20,18,16,22,21,20,15,9,5,4,3,1,3,6,9,16,16,16,15,15,14,19,19,19,17,15,10,7,8,8,8,7,7,7,6,9,10,,,,,,,,,,,,,,,,,,,,,,,
382,聯合醫院和平院區,中正區,121.50639,25.03516,3,14,8,15,13,12,14,8,10,9,6,3,18,14,16,8,9,21,27,20,18,23,21,20,22,21,19,12,5,4,8,9,7,4,2,16,25,29,24,26,25,21,18,26,26,21,11,11,11,16,12,12,12,13,25,24,33,35,37,35,,,,,,,,,,,,,,,,,,,,,,,
383,一壽橋,文山區,121.55545,24.97848,11,10,9,7,10,8,9,10,8,9,8,6,4,6,13,4,5,6,13,12,12,11,13,13,11,11,7,8,5,13,15,2,8,10,11,14,11,7,6,7,8,8,9,6,6,9,9,9,12,9,9,11,14,15,15,14,11,9,13,16,,,,,,,,,,,,,,,,,,,,,,,
384,松基公園,松山區,121.5448,25.05491,10,18,26,29,28,20,19,23,20,22,19,23,15,7,2,1,0,4,9,13,15,18,22,23,22,20,19,17,17,2,5,0,5,8,10,10,5,9,19,24,16,16,17,13,13,14,14,22,17,12,12,15,21,21,20,21,19,19,17,16,,,,,,,,,,,,,,,,,,,,,,,
385,和興路26巷口,文山區,121.54531,24.9856,25,24,25,27,23,22,19,20,20,20,20,7,11,12,12,18,24,26,23,21,21,23,21,21,19,18,14,14,16,18,18,21,28,22,24,14,15,14,11,7,5,4,5,1,0,0,0,1,13,12,19,22,13,17,17,16,18,18,12,12,,,,,,,,,,,,,,,,,,,,,,,
386,錦州吉林路口,中山區,121.52981,25.06029,20,19,14,7,7,2,3,4,3,2,0,7,12,11,4,9,12,18,17,16,15,5,5,5,5,2,2,3,4,7,8,3,0,12,18,24,24,15,4,0,5,7,13,9,10,9,9,7,9,1,1,9,14,18,20,20,22,20,18,20,,,,,,,,,,,,,,,,,,,,,,,
387,吳興街260巷,信義區,121.56316,25.0261,11,11,12,2,4,6,8,10,11,6,2,5,15,21,15,7,21,13,12,8,3,7,1,4,6,8,6,2,0,7,23,9,16,21,21,10,15,0,6,16,17,16,19,18,19,20,4,9,14,4,4,9,1,7,9,17,10,18,7,9,,,,,,,,,,,,,,,,,,,,,,,
388,景華街128巷口,文山區,121.547092,24.995563,3,21,11,1,14,11,9,13,13,14,18,9,2,7,10,15,10,5,14,16,16,15,11,9,8,11,11,15,1,5,6,17,10,11,10,5,10,10,8,8,5,8,7,13,12,15,11,8,9,11,3,5,12,10,13,7,19,13,14,10,,,,,,,,,,,,,,,,,,,,,,,
389,福德國小,信義區,121.586245,25.038324,20,3,15,8,12,10,8,3,8,4,2,5,23,21,11,30,19,13,17,0,2,1,8,17,15,11,14,22,19,7,15,26,13,11,20,5,17,10,15,3,1,1,4,4,3,10,15,18,17,29,12,13,22,25,19,22,20,17,8,16,,,,,,,,,,,,,,,,,,,,,,,
390,稻香重三路口,北投區,121.489594,25.139937,23,15,10,6,4,2,1,1,0,2,0,2,5,11,21,14,18,20,19,9,9,3,2,4,7,9,7,6,6,7,11,12,17,13,25,28,27,19,14,13,12,8,7,8,6,5,3,2,6,9,13,18,20,30,21,22,22,22,21,18,,,,,,,,,,,,,,,,,,,,,,,
391,景仁公園,文山區,121.540295,24.9966,11,8,7,8,3,10,10,9,6,7,5,1,9,2,0,2,6,6,14,10,11,10,10,9,6,13,11,13,10,13,12,5,9,15,11,15,14,10,8,7,10,7,9,9,8,10,10,10,11,16,9,6,8,10,17,16,13,15,16,13,,,,,,,,,,,,,,,,,,,,,,,
